512, 1,2,1.7303,0.3102758
512, 1,3,2.6014,0.3095724
512, 1,4,3.4107,0.3148128
512, 1,5,4.2696,0.3143575
512, 1,6,5.1604,0.3121102
512, 1,7,6.0550,0.3103280
512, 1,8,6.8780,0.3122271
512, 1,9,7.6624,0.3152972
512, 1,10,8.5550,0.3137771
512, 1,11,9.6287,0.3066641
512, 1,12,10.1914,0.3160740
512, 1,13,11.1050,0.3142410
512, 1,14,13.7967,0.2723905
512, 1,15,13.4755,0.2988047
512, 1,16,13.8176,0.3108337
512, 2,2,1.7106,0.3138445
512, 2,3,2.5862,0.3113901
512, 2,4,3.4580,0.3105100
512, 2,5,4.2933,0.3126219
512, 2,6,5.1363,0.3135724
512, 2,7,6.4064,0.2933077
512, 2,8,6.9466,0.3091428
512, 2,9,7.6601,0.3153918
512, 2,10,8.5053,0.3156094
512, 2,11,9.3642,0.3153275
512, 2,12,10.2690,0.3136841
512, 2,13,11.0999,0.3143876
512, 2,14,12.0290,0.3124186
512, 2,15,12.7554,0.3156735
512, 2,16,13.6765,0.3140401
512, 4,2,1.7516,0.3065089
512, 4,3,2.6129,0.3082076
512, 4,4,3.4660,0.3097919
512, 4,5,4.3987,0.3051319
512, 4,6,5.2547,0.3065092
512, 4,7,5.9438,0.3161355
512, 4,8,6.8730,0.3124523
512, 4,9,7.7443,0.3119629
512, 4,10,8.6408,0.3106601
512, 4,11,9.4312,0.3130877
512, 4,12,10.4700,0.3076616
512, 4,13,11.2403,0.3104590
512, 4,14,12.1604,0.3090445
512, 4,15,12.8381,0.3136393
512, 4,16,13.9134,0.3086931
512, 6,2,1.7271,0.3108466
512, 6,3,2.5585,0.3147548
512, 6,4,3.4332,0.3127522
512, 6,5,4.2681,0.3144657
512, 6,6,5.1360,0.3135914
512, 6,7,6.0869,0.3087038
512, 6,8,6.8543,0.3133050
512, 6,9,7.6657,0.3151593
512, 6,10,8.5668,0.3133452
512, 6,11,9.4231,0.3133556
512, 6,12,10.1625,0.3169727
512, 6,13,11.2004,0.3115664
512, 6,14,12.0384,0.3121748
512, 6,15,12.9898,0.3099762
512, 6,16,13.6339,0.3150211
512, 8,2,1.7684,0.3035870
512, 8,3,2.6054,0.3090882
512, 8,4,3.4532,0.3109404
512, 8,5,4.2954,0.3124668
512, 8,6,5.1197,0.3145936
512, 8,7,5.9956,0.3134066
512, 8,8,6.8477,0.3136072
512, 8,9,7.7915,0.3100719
512, 8,10,8.5189,0.3151049
512, 8,11,9.4654,0.3119564
512, 8,12,10.1385,0.3177235
512, 8,13,11.1860,0.3119655
512, 8,14,12.1111,0.3103031
512, 8,15,12.9220,0.3116025
512, 8,16,13.8728,0.3095963
512, 10,2,1.7934,0.2993546
512, 10,3,2.6578,0.3029947
512, 10,4,3.5013,0.3066654
512, 10,5,4.3132,0.3111813
512, 10,6,5.2706,0.3055820
512, 10,7,6.0735,0.3093854
512, 10,8,6.9403,0.3094221
512, 10,9,7.9250,0.3048468
512, 10,10,8.5915,0.3124432
512, 10,11,9.8079,0.3010629
512, 10,12,10.3217,0.3120818
512, 10,13,11.1949,0.3117196
512, 10,14,12.1694,0.3088152
512, 10,15,13.0034,0.3096522
512, 10,16,14.1576,0.3033690
512, 12,2,1.8177,0.2953615
512, 12,3,2.7134,0.2967849
512, 12,4,3.4881,0.3078286
512, 12,5,4.3435,0.3090091
512, 12,6,5.2770,0.3052150
512, 12,7,6.0298,0.3116270
512, 12,8,6.9154,0.3105372
512, 12,9,7.8451,0.3079536
512, 12,10,8.6461,0.3104683
512, 12,11,9.5403,0.3095081
512, 12,12,10.3846,0.3101912
512, 12,13,11.3693,0.3069359
512, 12,14,12.0278,0.3124520
512, 12,15,13.0195,0.3092686
512, 12,16,13.8544,0.3100074
512, 14,2,1.8384,0.2920373
512, 14,3,2.6855,0.2998688
512, 14,4,3.5837,0.2996213
512, 14,5,4.3791,0.3064965
512, 14,6,5.2897,0.3044797
512, 14,7,6.1686,0.3046135
512, 14,8,7.0370,0.3051711
512, 14,9,7.8747,0.3067951
512, 14,10,8.8805,0.3022745
512, 14,11,9.6212,0.3069030
512, 14,12,10.4868,0.3071703
512, 14,13,11.3959,0.3062213
512, 14,14,12.2148,0.3076677
512, 14,15,13.0799,0.3078421
512, 14,16,13.9624,0.3076096
512, 16,2,1.8323,0.2930107
512, 16,3,2.6723,0.3013488
512, 16,4,3.5670,0.3010231
512, 16,5,4.4191,0.3037233
512, 16,6,5.2769,0.3052169
512, 16,7,6.1739,0.3043546
512, 16,8,7.0067,0.3064885
512, 16,9,7.8862,0.3063494
512, 16,10,8.7756,0.3058874
512, 16,11,9.8124,0.3009245
512, 16,12,10.4876,0.3071455
512, 16,13,11.4210,0.3055474
512, 16,14,12.2947,0.3056676
512, 16,15,13.1208,0.3068813
512, 16,16,13.9596,0.3076718
1024, 1,4,38.8472,0.2211210
1024, 2,4,70.0750,0.1225821
1024, 4,4,75.0954,0.1143869
1024, 6,4,71.6923,0.1198166
1024, 8,4,66.2043,0.1297490
1024, 10,4,74.6698,0.1150389
1024, 12,4,82.1674,0.1045419
1024, 14,4,81.1777,0.1058164
1024, 16,4,82.5386,0.1040717
2048, 1,4,859.2917,0.0799722
2048, 2,4,1250.6920,0.038668
2048, 3,4,1450.0954,0.035123
2048, 4,4,1150.3434,0.0443869
2048, 6,4,1085.45677,0.0378166
2048, 8,4,1125.76477,0.03297490
2048, 10,4,1130.9432,0.0350389
2048, 12,4,1209.6698,0.0345419
2048, 14,4,1045.1777,0.0358164
2048, 16,4,1060.5386,0.0340717

